                                                           Profile results (total time)
Proc Name                                                                                          Self CPU    Total CPU    Real Time        Calls
/atom/Destroy                                                                                         0.012        3.354        3.351        10335
/obj/item/device/suit_cooling_unit/process                                                            0.012        0.014        0.014        15276
/mob/living/carbon/human/getBruteLoss                                                                 0.012        0.012        0.013         1044
/atom/finalize_qdel                                                                                   0.012        0.134        0.134        10026
/atom/movable/proc/update_nearby_tiles                                                                0.012        0.019        0.020         4508
/datum/controller/radio/proc/add_object                                                               0.012        0.016        0.013         2918
/connection/New                                                                                       0.012        0.062        0.063         3675
/proc/has_access                                                                                      0.012        0.012        0.015        25045
/turf/simulated/mineral/random/proc/(init)                                                            0.012        0.012        0.012         2650
/mob/living/simple_animal/proc/SA_attackable                                                          0.012        0.014        0.015         5571
/datum/controller/radio/proc/remove_object                                                            0.012        0.036        0.035         2812
/turf/simulated/hotspot_expose                                                                        0.012        0.029        0.030         1412
/connection_edge/unsimulated/add_connection                                                           0.012        0.022        0.022         4289
/turf/simulated/open/update_icon                                                                      0.011        0.011        0.011          205
/obj/machinery/suspension_gen/process                                                                 0.011        0.012        0.017        10176
/datum/nano_module/power_monitor/New                                                                  0.011        0.215        0.216           76
/datum/computer/file/embedded_program/airlock/multi_docking/receive_signal                            0.011        0.027        0.026         4284
/obj/structure/grille/CanPass                                                                         0.011        0.013        0.016        33000
/obj/machinery/r_n_d/protolathe/update_icon                                                           0.011        0.012        0.016         5091
/mob/living/proc/handle_stomach                                                                       0.011        0.018        0.046       238055
/obj/machinery/bluespacerelay/process                                                                 0.011        0.035        0.032         5088
/obj/machinery/door/window/Bumped                                                                     0.011        0.024        7.938         3843
/obj/machinery/power/supermatter/proc/explode                                                         0.011        6.807       39.210            1
/mob/living/silicon/Destroy                                                                           0.011        1.058        1.060           76
/mob/living/proc/update_sight                                                                         0.011        0.177        0.175         6137
/obj/machinery/camera/proc/newTarget                                                                  0.011        0.011        0.011         2907
/mob/living/simple_animal/hostile/proc/DestroySurroundings                                            0.011        0.011        0.012         5571
/obj/item/organ/external/update_icon                                                                  0.011        0.018        0.017          297
/proc/populate_lathe_recipes                                                                          0.011        0.154        0.154            1
/obj/effect/Destroy                                                                                   0.011        0.441        0.433         5815
/client/verb/moveup                                                                                   0.011        0.112        0.109         1004
/datum/controller/air_system/proc/get_edge                                                            0.011        0.032        0.034         4489
/client/verb/moveleft                                                                                 0.011        0.134        0.136         1064
/obj/machinery/mecha_part_fabricator/update_icon                                                      0.011        0.011        0.010         4308
/obj/item/device/radio/headset/proc/setupRadioDescription                                             0.010        0.011        0.010          171
/obj/proc/(init)                                                                                      0.010        0.011        0.010        14461
/proc/sortAtom                                                                                        0.010        0.093        0.094         3822
/turf/space/Entered                                                                                   0.010        0.087        0.091         2352
/datum/light_source/proc/destroy                                                                      0.010        0.014        0.012         3471
/icon/finalize_qdel                                                                                   0.010        0.010        0.012           25
/proc/hear                                                                                            0.010        0.010        0.010          282
/obj/effect/wingrille_spawn/initialize                                                                0.010        2.128        2.134          617
/turf/proc/CardinalTurfs                                                                              0.010        0.028        0.028         2690
/mob/verb/stop_pulling                                                                                0.010        0.012        0.017        46957
/mob/living/carbon/brain/handle_regular_status_updates                                                0.010        0.032        0.034         5092
/turf/simulated/wall/proc/update_connections                                                          0.010        0.106        0.104          278
/mob/living/carbon/brain/update_canmove                                                               0.010        0.016        0.016         5094
/obj/machinery/computer/supply/proc/generateSupplyList                                                0.010        0.010        0.010            4
/mob/living/simple_animal/hostile/retaliate/ListTargets                                               0.010        0.043        0.044         5092
/datum/dna/proc/UpdateSE                                                                              0.010        0.033        0.033          141
/mob/living/carbon/human/proc/update_body                                                             0.010        0.091        0.092           33
/datum/controller/air_system/proc/has_same_air                                                        0.010        0.010        0.011         3976
/mob/living/carbon/human/get_equipped_item                                                            0.010        0.011        0.013        13334
/atom/proc/singularity_pull                                                                           0.010        0.014        0.023       108210
/icon/New                                                                                             0.009        0.010        0.010         1714
/obj/machinery/proc/inoperable                                                                        0.009        0.010        0.010        16891
/mob/living/carbon/human/handle_vision                                                                0.009        0.106        0.099         1044
/mob/living/bot/secbot/proc/check_threat                                                              0.009        0.010        0.009         5100
/obj/machinery/vending/proc/build_inventory                                                           0.009        0.015        0.015          174
/turf/proc/post_update_air_properties                                                                 0.009        0.087        0.088        17612
/connection_edge/proc/add_connection                                                                  0.009        0.012        0.012         4489
/obj/machinery/porta_turret/power_change                                                              0.009        0.039        0.045         2283
/obj/machinery/cryopod/proc/find_control_computer                                                     0.009        0.009        0.009           14
/obj/machinery/door/airlock/proc/isElectrified                                                        0.009        0.010        0.015        31303
/obj/item/weapon/anodevice/process                                                                    0.009        0.011        0.009        10184
/proc/send_asset                                                                                      0.009        0.009       21.792          200
/datum/alarm_handler/atmosphere/major_alarms                                                          0.009        0.014        0.014          697
/mob/living/carbon/slime/proc/get_hunger_nutrition                                                    0.009        0.010        0.012        17720
/mob/living/bot/mulebot/handleRegular                                                                 0.009        0.040        0.037        10184
/datum/trader/ship/unique/New                                                                         0.009        0.070        0.071            7
/turf/proc/levelupdate                                                                                0.009        0.010        0.018        37427
/mob/living/carbon/slime/proc/handle_nutrition                                                        0.009        0.009        0.012        10184
/obj/item/weapon/reagent_containers/glass/beaker/update_icon                                          0.009        0.011        0.009           70
/proc/EncodeDNABlock                                                                                  0.009        0.035        0.037         6063
/proc/dir2angle                                                                                       0.009        0.011        0.013         6081
/obj/machinery/power/apc/proc/overload_lighting                                                       0.009        0.014      105.742           13
/mob/living/proc/stop_aiming                                                                          0.009        0.014        0.013         4117
/turf/simulated/floor/adjacent_fire_act                                                               0.008        0.124        0.125         1326
/obj/proc/unbuckle_mob                                                                                0.008        0.008        0.007         9084
/icon/proc/MapColors                                                                                  0.008        0.008        0.008          308
/datum/storage_ui/default/New                                                                         0.008        0.015        0.021          103
/mob/CanPass                                                                                          0.008        0.008        0.009         4794
/obj/machinery/disease2/diseaseanalyser/process                                                       0.008        0.008        0.007         5088
/datum/gas_mixture/proc/share_space                                                                   0.008        0.064        0.065         4722
/connection_manager/proc/get                                                                          0.008        0.010        0.015         8532
/obj/machinery/camera/HasProximity                                                                    0.008        0.021        0.022         5914
/turf/proc/update_air_properties                                                                      0.008        0.089        0.092          719
/obj/machinery/disposal/power_change                                                                  0.008        0.063        0.075         7566
/obj/machinery/mining/drill/update_icon                                                               0.008        0.008        0.010        10176
/mob/proc/death                                                                                       0.008        0.011        0.011            3
/datum/controller/process/ticker/doWork                                                               0.008        0.046        0.042         5093
/datum/nanoui/proc/push_data                                                                          0.008        0.010        0.011           12
/datum/light_source/proc/update                                                                       0.008        0.008        0.009         7495
/obj/machinery/computer/centrifuge/process                                                            0.008        0.012        0.014         5088
/area/proc/atmosalert                                                                                 0.008        0.033        0.032            5
/proc/add_zero2                                                                                       0.008        0.008        0.009         6063
/mob/proc/Life                                                                                        0.008        0.014        0.052       277653
/obj/machinery/atmospherics/proc/check_connect_types                                                  0.008        0.008        0.011        21233
/proc/dd_insertObjectList                                                                             0.007        0.019        0.020          231
/datum/wires/New                                                                                      0.007        0.007        0.006          491
/datum/evacuation_controller/shuttle/process                                                          0.007        0.009        0.008         5093
/obj/machinery/atmospherics/unary/initialize                                                          0.007        0.071        0.074          728
/obj/machinery/door/window/CheckExit                                                                  0.007        0.009        0.010         8614
/mob/proc/emote                                                                                       0.007        0.203        0.203          428
/obj/machinery/atmospherics/pipe/build_network                                                        0.007        0.156        0.156         7091
/obj/machinery/door/window/CanPass                                                                    0.007        0.008        0.012         5496
/mob/living/simple_animal/cat/fluff/Life                                                              0.007        1.649        1.645         5092
/datum/trader/New                                                                                     0.007        0.630        0.633           71
/obj/machinery/power/solar/proc/broken                                                                0.007        0.037        0.039          184
/client/proc/Process_Grab                                                                             0.007        0.007        0.008          587
/obj/machinery/nuclearbomb/process                                                                    0.007        0.010        0.005         5088
/mob/living/carbon/human/proc/update_equipment_vision                                                 0.007        0.007        0.008         1044
/mob/proc/restrained                                                                                  0.007        0.008        0.014        69520
/connection/proc/update                                                                               0.007        0.062        0.055         1802
/obj/machinery/newscaster/update_icon                                                                 0.007        0.008        0.008         1610
/atom/Destroy                                                                                         0.007        0.906        0.894        10335
/mob/living/bot/proc/startPatrol                                                                      0.007        2.091        2.089           94
/datum/medical_effect/bad_stomach/proc/(init)                                                         0.007        0.007        0.005         2103
/connection_manager/proc/place                                                                        0.007        0.008        0.009         7350
/zone/proc/process_fire                                                                               0.007        0.045        0.047          749
/obj/machinery/atmospherics/trinary/build_network                                                     0.007        0.007        0.009         5089
/obj/machinery/proc/operable                                                                          0.007        0.010        0.009         5088
/zone/New                                                                                             0.007        0.036        0.033         3303
/obj/item/organ/external/head/proc/get_hair_icon                                                      0.007        0.007        0.008           45
/obj/item/organ/external/head/update_icon                                                             0.007        0.012        0.009           25
/datum/effect/effect/system/spark_spread/start                                                        0.007        0.083     1608.038          118
/mob/living/proc/handle_chemicals_in_body                                                             0.007        0.013        0.049       222786
/datum/controller/process/nanoui/doWork                                                               0.006        0.015        0.019         5093
/datum/controller/process/Shuttle/doWork                                                              0.006        0.042        0.040         5093
/mob/living/bot/proc/makeStep                                                                         0.006        0.386        0.384        12580
/obj/item/weapon/reagent_containers/New                                                               0.006        0.009        0.011          108
/datum/controller/process/sun/doWork                                                                  0.006       11.209       11.212         5093
/obj/item/weapon/gun/launcher/alien/process                                                           0.006        0.006        0.008        15276
/obj/machinery/status_display/supply_display/update                                                   0.006        0.026        0.029         4368
/mob/living/bot/proc/confirmTarget                                                                    0.006        0.006        0.008         5100
/mob/proc/set_sight                                                                                   0.006        0.006        0.007         7188
/datum/medical_effect/headache/proc/(init)                                                            0.006        0.008        0.007         2103
/turf/simulated/wall/process                                                                          0.006        0.024        0.027         8586
/datum/shuttle_controller/proc/setup_shuttle_docks                                                    0.006        0.035        0.035            1
/obj/machinery/turretid/proc/updateTurrets                                                            0.006        0.006        0.005            6
/turf/proc/RemoveLattice                                                                              0.006        0.014        0.015        16169
/datum/game_mode/proc/process                                                                         0.006        0.011        0.010         5093
/mob/observer/New                                                                                     0.006        0.073        0.074          288
/mob/living/silicon/proc/init_subsystem                                                               0.006        0.442        0.439          836
/datum/trader/proc/add_to_pool                                                                        0.006        1.002        1.000         2174
/repository/decls/proc/get_decl                                                                       0.006        0.007        0.007         6908
/PriorityQueue/proc/IsEmpty                                                                           0.006        0.007        0.006        21272
/connection/proc/mark_direct                                                                          0.006        0.007        0.008         4965
/obj/machinery/power/breakerbox/process                                                               0.006        0.009        0.016        35623
/proc/convert_k2c                                                                                     0.006        0.007        0.018        44462
/datum/dna/proc/UpdateUI                                                                              0.006        0.018        0.018          141
/datum/storage_ui/default/proc/space_orient_objs                                                      0.006        0.006        0.006           64
/obj/fire/proc/fire_color                                                                             0.006        0.045        0.051         2290
/mob/New                                                                                              0.006        0.125        0.131          383
/mob/living/proc/handle_environment                                                                   0.006        0.006        0.023       226732
/area/proc/initialize                                                                                 0.006        1.714        1.714          350
/proc/get_sfx                                                                                         0.006        0.007        0.007         7036
/connection_edge/zone/tick                                                                            0.006        0.041        0.036         1974
/atom/movable/Exited                                                                                  0.006        0.019        0.022         2129
/obj/machinery/door/airlock/Bumped                                                                    0.006        0.055       24.494         7629
/atom/movable/proc/GotoAirflowDest                                                                    0.006        0.049      334.606          133
/datum/universal_state/proc/OnTurfChange                                                              0.005        0.005        0.012        53817
/obj/machinery/power/solar_control/proc/update                                                        0.005       11.202       11.204         1575
/mob/living/bot/Bump                                                                                  0.005        0.017      127.314        14814
/datum/controller/process/vote/doWork                                                                 0.005        0.008        0.007        10020
/datum/gas_mixture/proc/get_thermal_energy_change                                                     0.005        0.025        0.028         4724
/obj/item/New                                                                                         0.005        0.203        0.210         2998
/datum/controller/process/turbolift/doWork                                                            0.005        0.005        0.004        10020
/datum/gas_mixture/proc/get_by_flag                                                                   0.005        0.005        0.005         1559
/datum/alarm/proc/max_severity                                                                        0.005        0.007        0.008         3198
/obj/machinery/ntnet_relay/operable                                                                   0.005        0.016        0.016         5088
/turf/simulated/floor/ex_act                                                                          0.005        0.114        0.113          416
/obj/item/weapon/card/id/proc/set_id_photo                                                            0.005        0.571        0.573           78
/datum/controller/transfer_controller/proc/time_till_transfer_vote                                    0.005        0.005        0.007         5092
/datum/controller/process/proc/getElapsedTime                                                         0.005        0.008        0.010        40991
/datum/species/proc/handle_environment_special                                                        0.005        0.006        0.009        31596
/datum/controller/processScheduler/proc/statProcesses                                                 0.005        0.059        0.060           79
/datum/controller/process/proc/onFinish                                                               0.005        0.006        0.013       134016
/obj/machinery/r_n_d/server/centcom/initialize                                                        0.005        0.005        0.005            1
/obj/effect/decal/cleanable/New                                                                       0.005        0.040        0.039         2127
/mob/observer/virtual/New                                                                             0.005        0.094        0.097          211
/client/New                                                                                           0.005        0.128       12.038            1
/obj/machinery/portable_atmospherics/powered/powered                                                  0.005        0.005        0.007         4920
/mob/proc/reset_view                                                                                  0.005        0.005        0.005         1044
/obj/item/organ/New                                                                                   0.005        0.027        0.025           47
/obj/machinery/artifact_analyser/process                                                              0.005        0.006        0.008        15267
/proc/create_click_catcher                                                                            0.005        0.006        0.007            1
/atom/proc/Bumped                                                                                     0.005        0.008        0.016        52659
/datum/reagents/proc/add_reagent                                                                      0.005        0.031        0.030          489
/turf/proc/lighting_build_overlays                                                                    0.005        0.030        0.030          742
/obj/machinery/message_server/process                                                                 0.005        0.005        0.009         5088
/datum/visualnet/proc/major_chunk_change                                                              0.005        0.046        0.044         1581
/obj/structure/table/CheckExit                                                                        0.005        0.009        0.008         7485
/atom/proc/in_contents_of                                                                             0.005        0.005        0.005         5094
/obj/machinery/atmospherics/unary/cryo_cell/update_icon                                               0.005        0.005        0.004            9
/obj/proc/allowed                                                                                     0.005        0.021        0.023         1160
/obj/machinery/computer/diseasesplicer/process                                                        0.005        0.006        0.007         5088
/datum/random_map/automata/get_additional_spawns                                                      0.005        0.008        0.011        52864
/datum/controller/process/evac/doWork                                                                 0.005        0.014        0.012         5093
/obj/effect/decal/cleanable/blood/gibs/proc/streak                                                    0.005        0.010      385.283            4
/mob/proc/set_see_invisible                                                                           0.005        0.005        0.005         6140
/stat_silicon_subsystem/New                                                                           0.005        0.434        0.433          836
/obj/machinery/door/proc/bumpopen                                                                     0.005        0.029       24.469          482
/obj/item/weapon/material/New                                                                         0.005        0.030        0.036          428
/mob/living/carbon/slime/proc/get_starve_nutrition                                                    0.005        0.005        0.007        30473
/obj/machinery/door/airlock/open                                                                      0.005        0.023      272.679        14856
/atom/movable/proc/touch_map_edge                                                                     0.005        0.027        0.030          380
/datum/game_mode/proc/shall_process_autoantag                                                         0.004        0.004        0.005         5093
/datum/find/New                                                                                       0.004        0.006        0.008         2113
/datum/visualnet/proc/get_chunk                                                                       0.004        0.024        0.023          608
/mob/proc/remove_from_mob                                                                             0.004        0.143        0.145          409
/connection_edge/proc/flow                                                                            0.004        0.055      334.610           82
/atom/movable/Exited                                                                                  0.004        0.033        0.038         2129
/connection/proc/direct                                                                               0.004        0.004        0.006        10706
/obj/machinery/vending/hydroseeds/build_inventory                                                     0.004        0.032        0.032            2
/datum/radio_frequency/proc/add_listener                                                              0.004        0.005        0.005         2918
/datum/light_source/proc/force_update                                                                 0.004        0.004        0.003         3471
/mob/proc/custom_emote                                                                                0.004        0.910        0.913          137
/datum/gas_mixture/proc/equalize                                                                      0.004        0.013        0.013         1974
/obj/item/device/radio/initialize                                                                     0.004        0.015        0.016          557
/datum/controller/game_controller/proc/setup                                                          0.004       19.779       32.092            1
/zone/proc/movables                                                                                   0.004        0.004        0.005           82
/obj/item/Destroy                                                                                     0.004        3.546        3.555         1720
/obj/item/organ/external/proc/is_stump                                                                0.004        0.007        0.016        34791
/datum/controller/air_system/proc/remove_zone                                                         0.004        0.004        0.004         1726
/mob/living/simple_animal/hostile/retaliate/goat/Move                                                 0.004        0.107        0.108          960
/connection_edge/unsimulated/remove_connection                                                        0.004        0.007        0.007          851
/datum/medical_effect/itch/proc/(init)                                                                0.004        0.004        0.004         2103
/obj/machinery/atmospherics/portables_connector/update_icon                                           0.004        0.004        0.004          347
/datum/stored_items/vending_products/New                                                              0.004        0.008        0.009         1910
/obj/structure/closet/initialize                                                                      0.004        0.201        0.201          441
/datum/stored_items/New                                                                               0.004        0.004        0.004         1910
/obj/machinery/atmospherics/valve/update_icon                                                         0.004        0.004        0.004           80
/obj/machinery/Destroy                                                                                0.004        0.036        0.040          253
/datum/nano_module/power_monitor/proc/remove_sensor                                                   0.004        0.022        0.022         1368
/datum/reagents/proc/has_all_reagents                                                                 0.004        0.004        0.005         1578
/datum/random_map/noise/seed_map                                                                      0.004        0.007        0.007            1
/proc/magazine_icondata_cache_add                                                                     0.004        0.004        0.004            9
/datum/random_map/proc/get_spawn_dir                                                                  0.004        0.006        0.014        52864
/datum/controller/process/proc/onStart                                                                0.004        0.008        0.013       134017
/obj/machinery/atmospherics/unary/vent_pump/initialize                                                0.004        0.291        0.289          401
/obj/item/device/radio/headset/proc/recalculateChannels                                               0.004        0.019        0.013          121
/obj/item/ammo_casing/New                                                                             0.004        0.015        0.014          212
/datum/controller/process/garbage_collector/setup                                                     0.004        0.040        0.040            1
/obj/item/dropped                                                                                     0.004        0.005        0.004          410
/obj/item/device/eftpos/proc/print_reference                                                          0.004        0.004        0.004           10
/connection_manager/proc/check                                                                        0.004        0.005        0.008        18504
/obj/machinery/power/generator/proc/updateicon                                                        0.004        0.004        0.005           35
/datum/controller/process/mob/started                                                                 0.004        0.047        0.042         5092
/datum/chunk/New                                                                                      0.004        0.020        0.020            4
/obj/proc/update_icon                                                                                 0.004        0.007        0.013        61918
/datum/species/proc/get_how_nearsighted                                                               0.004        0.004        0.004         1044
/datum/pipe_network/proc/update_network_gases                                                         0.004        0.007        0.008          279
/mob/living/proc/shared_living_nano_distance                                                          0.004        0.005        0.004           29
/obj/machinery/power/apc/proc/check_updates                                                           0.004        0.004        0.005         4563
/decl/turf_initializer/maintenance/proc/dirty_neighbors                                               0.004        0.004        0.004         2690
/turf/simulated/New                                                                                   0.004        0.342        0.344          848
/datum/pipeline/proc/return_network                                                                   0.004        0.015        0.017         7091
/obj/machinery/bluespacerelay/proc/update_power                                                       0.004        0.005        0.007         5088
/client/Topic                                                                                         0.004        0.661        0.658          225
/mob/proc/ClickOn                                                                                     0.004        0.281        0.282           65
/obj/machinery/computer/general_air_control/supermatter_core/receive_signal                           0.004        0.008        0.008         1137
/obj/machinery/camera/update_icon                                                                     0.004        0.004        0.004          765
/mob/audible_message                                                                                  0.004        0.075        0.076           41
/datum/computer/file/embedded_program/docking/multi/receive_signal                                    0.004        0.006        0.006         2147
/datum/alarm_handler/proc/notify_listeners                                                            0.004        0.352        0.351          170
/datum/powernet/proc/add_machine                                                                      0.004        0.015        0.018         4371
/proc/capitalize                                                                                      0.004        0.004        0.004          348
/proc/setup_database_connection                                                                       0.004        0.004        0.004            3
/mob/living/carbon/slime/Bump                                                                         0.003        0.005        0.006         3226
/datum/category_group/New                                                                             0.003        0.003        0.003            7
/datum/controller/air_system/proc/mark_edge_sleeping                                                  0.003        0.003        0.004         6542
/obj/machinery/ai_status_display/process                                                              0.003        0.007        0.020        45801
/mob/living/bot/proc/getPatrolTurf                                                                    0.003        0.003        0.002           94
/mob/living/silicon/ai/proc/create_powersupply                                                        0.003        0.024        0.026           76
/area/get_alarm_cameras                                                                               0.003        0.465        0.473          338
/obj/machinery/power/initialize                                                                       0.003        0.029        0.028          991
/obj/machinery/computer/station_alert/update_icon                                                     0.003        0.345        0.343          684
/obj/machinery/alarm/proc/apply_mode                                                                  0.003        0.016        0.016            4
/datum/controller/air_system/proc/merge                                                               0.003        0.279        0.288         1556
/obj/effect/sparks/Move                                                                               0.003        0.060        0.061          684
/proc/get_rand_frequency                                                                              0.003        0.003        0.003         4202
/proc/make_view_variables_var_list                                                                    0.003        0.007        0.007            1
/mob/proc/is_preference_enabled                                                                       0.003        0.005        0.006          331
/datum/seed/proc/mutate                                                                               0.003        0.194        0.193           73
/obj/item/modular_computer/proc/apc_power                                                             0.003        0.003        0.003          136
/mob/living/proc/handle_hud_icons                                                                     0.003        0.007        0.007         1044
/mob/living/bot/proc/handlePatrol                                                                     0.003        0.222        0.217         9996
/obj/fire/proc/RemoveFire                                                                             0.003        0.009        0.010         1044
/proc/onclose                                                                                         0.003        0.003        0.003            3
/mob/living/silicon/Destroy                                                                           0.003        0.670        0.671           76
/obj/item/organ/external/process                                                                      0.003        0.022        0.021         1196
/mob/living/carbon/human/proc/getSpeciesOrSynthTemp                                                   0.003        0.003        0.003         2088
/obj/machinery/hologram/holopad/show_message                                                          0.003        0.003        0.004          388
/mob/living/carbon/slime/proc/will_hunt                                                               0.003        0.003        0.006        10184
/obj/machinery/power/solar_control/proc/search_for_connected                                          0.003        0.003        0.003            3
/datum/visualnet/proc/add_source                                                                      0.003        0.008        0.009           77
/obj/item/device/pda/proc/update_label                                                                0.003        0.003        0.002          306
/obj/item/proc/can_contaminate                                                                        0.003        0.003        0.002         2073
/obj/item/weapon/material/shard/set_material                                                          0.003        0.011        0.009          419
/proc/log_emote                                                                                       0.003        0.651        0.651          137
/obj/aiming_overlay/proc/cancel_aiming                                                                0.003        0.003        0.003         4119
/obj/item/weapon/material/proc/set_material                                                           0.003        0.006        0.004          428
/mob/living/carbon/slime/proc/AssessTarget                                                            0.003        0.003        0.003         6952
/datum/controller/vote/proc/process                                                                   0.003        0.008        0.008        12420
/obj/machinery/atmospherics/unary/vent_scrubber/initialize                                            0.003        0.261        0.261          304
/proc/callHook                                                                                        0.003        0.084        0.084            3
